date,reviewerID,restaurantID,rating,flagged
2/18/2011,lCS__1kpiMRsxzPgspnV_A,1iehp7Z2kejBq3RSeb4Dxg,5,N
2/18/2011,WFZQStKmbh6-4N777Qpcpw,1iehp7Z2kejBq3RSeb4Dxg,1,N
2/18/2011,licDu7YmSdBrh9h0ydHnmQ,mCHto10PBQOKnefm7gholg,5,N
2/18/2011,SLbj-B6ys0FJfhNY8SpBmA,HOJqzz1WvOmeR9oESJ4d9A,4,Y
2/18/2011,JLxx0nkPmUa6YHa901F3CA,cQnY_VneZisfUAqcbuEuKg,1,Y
2/18/2011,cE_fG7sHzbCaFScUbo8rOw,8d_DiHWB-pjBVW3a7D8EWg,4,Y
2/18/2011,eFEC4EOnAUylxnGN47dXUw,8d_DiHWB-pjBVW3a7D8EWg,5,Y
2/18/2011,m5oVO1VbEhVr7H6LzsHHlQ,rnjz2KNgsQ2YaC_kjeuuAQ,5,Y
2/18/2011,1tWqISECPFV8mZ2VnynHtQ,oCTlReyKjJxKPFYfCurxxQ,4,Y
2/18/2012,cEj_Vm8n7O4YnUzo6zaNzA,HOJqzz1WvOmeR9oESJ4d9A,5,N
2/18/2012,gqnhxCtGgnOhVeqAzT5ywQ,AkfSndWBxnTn-LpmiL8aLA,4,N
2/18/2012,B75M2_TS4JVRi2DgSdCZYg,WBU0yq9J8qiYQfI_fh2P1Q,1,N
2/18/2012,jvq_zjd2_EOPPdJ9GJ3Irg,t3pYu8eidmb2ZmexHRHT_Q,5,N
2/18/2012,3yVoLX19pKAIPKFDjR3pqw,CQ75CQSyrsmb-S3UAwCHpw,3,N
2/18/2012,pqZLkvGBxr9gsylA1LQA4A,50gFzdVglOz88eFJ6v-26A,4,N
2/18/2012,6ooUqZrsakXxiuDMeayvag,OKOfoisduqP24uK3WYvx7Q,4,N
2/18/2012,LrxkrD5QCUhilhgPCOwefw,sfWMOqUEp8S2adDeJp7Kzg,5,N
2/18/2012,GiSBpB-6turlKtTaEn0fSA,dLS8GPg-K1O-zJ3VJAtiyg,3,N
2/18/2012,w-Dy7B6aZbBImMTVqyYJCA,oEFJ29zAQaCNnQzebHQvpg,4,N
2/18/2012,g_6QIWOCYV3fHWeC2rRPmw,jGiKIJCVLZHXQDSNnSLPsw,3,N
2/18/2012,k4rhfpt6qEOaQmmYzzP32g,vvhfPV-Llkd4fE2SHuLVvA,5,N
2/18/2012,7KBMsKukYb2eb8-kDV53sA,F7IQngaDDBgYvhA3U31q-g,3,N
2/18/2012,cNeH8RwVzJKj4ojDr0bNrg,F7IQngaDDBgYvhA3U31q-g,4,N
2/18/2012,BaznTlHPp2AzQvI6gUKcHA,o4NcUfco7JxOcyfKFWyAhg,1,N
2/18/2012,nmbcdiOHKpo-5Ihdm0hzPA,DXwSYgiXqIVNdO9dazel6w,4,N
2/18/2012,nEU3a7vEdWsC7o6Y9ZLP6g,LlHEzxQTiiLJokn2tli35A,1,N
2/18/2012,ASI8n3W51Pg2ExR3mmt9_A,AqgG-1aD6JYj9D6OmBWO3w,4,N
2/18/2012,KV_56q0ywd91Jei3h3oISA,cQnY_VneZisfUAqcbuEuKg,5,N
2/18/2012,9__q0ncluNLf-spytecMlA,cQnY_VneZisfUAqcbuEuKg,1,N
2/18/2012,LrxkrD5QCUhilhgPCOwefw,o54U2VkQama8FI30qDkWvw,3,N
2/18/2012,21-Jx9uKXPChF04aOd-z5Q,o54U2VkQama8FI30qDkWvw,4,N
2/18/2012,ziGvgmP_UosEvOIzc25pDQ,DBtXy8wcPsVr80oFfz-CbA,5,N
2/18/2012,DGI2p3i3LO6wVKcvyMmWcA,DBtXy8wcPsVr80oFfz-CbA,4,N
2/18/2012,tWq1AA4KMi96CQz070BlXg,o54U2VkQama8FI30qDkWvw,5,N
2/18/2012,a1sKQb8HnxfNvE_pYryzpA,1g52-6WzlhjIOpNAsBjPJg,5,N
2/18/2012,pqZLkvGBxr9gsylA1LQA4A,dKcO9OQ44RPRlkWe-vToFA,5,N
2/18/2012,OyRL2O3rigUFfpWGK9uNFw,KomhK0JD5cleEW55YTw7MQ,2,N
2/18/2012,actm2MAoQZF5GKN4iweEkw,sR4EOfPuI-at41uIxIZPhw,4,N
2/18/2012,USZx-55MA2-lG2hBu6PWJA,z_qEuUuRWIq4O-YufXHf1w,4,N
2/18/2012,cuA10Z3kSqZEyZ9aNIVX7w,m5_GCJP2W4zEJnyVgxa3eA,1,N
2/18/2012,TFitku8fbT2f7l2OYFsdXA,m5_GCJP2W4zEJnyVgxa3eA,5,N
2/18/2012,nmbcdiOHKpo-5Ihdm0hzPA,ALwH81_sqskLmwfWS-_eeQ,4,N
2/18/2012,p3fFikq08FG-GUCwc-kL0w,n-mj6IJkWyCu4BuD2dvm0A,2,N
2/18/2012,ZhO13zKzgfDDz1g74In5Dw,rnjz2KNgsQ2YaC_kjeuuAQ,2,N
2/18/2012,-jauFSYTIitH8dp6t7-NaA,xjZ9eqYrzMrl2v6_1Kv6hA,4,N
2/18/2012,4g46oQ2Pk6Ty-XbCAEPFRg,ms5ge1XY9-Alu7HkybAMdQ,3,N
2/18/2012,ZG7048yDEY0iIklxavg-8Q,4wreIFjaPMppyEnzKHbozg,2,N
2/18/2012,8JvUGKKcTfAmkTBOmUIMzA,LMaoM2Ue2BR_HI9ba3JsZg,4,N
2/18/2012,DGI2p3i3LO6wVKcvyMmWcA,LMaoM2Ue2BR_HI9ba3JsZg,4,N
2/18/2012,w-Dy7B6aZbBImMTVqyYJCA,u_Ze5HkcNXgECvYvKS0HLA,3,N
2/18/2012,nmbcdiOHKpo-5Ihdm0hzPA,RYw_no9ohtCg09aKorVffg,4,N
2/18/2012,iA_h79EMpCvd2WOi_ru59g,08X_5WTOVNvk4SgPRKBjjQ,4,N
2/18/2012,53UOKUnoJ4Dy4c-d8_NTDA,08X_5WTOVNvk4SgPRKBjjQ,1,N
2/18/2012,66FaIoHBB102hFnwLrEE_w,ibreTMGGaQSanZttUchjKg,3,N
2/18/2012,7DSahn30CTj3edqYllx0Jw,1iehp7Z2kejBq3RSeb4Dxg,4,N
2/18/2012,Ji6-D2W7A35YLNdJ1Bd77g,3Mx2PM7v8qjqhgF3cDXxbQ,5,Y
2/18/2012,HmPLwMC4RI2wUK8GfUbd0g,qkfBgSCbekH3DHTanVL1_w,5,Y
2/18/2012,dWOmJsmZXaxcY-DzjhUdkA,1iehp7Z2kejBq3RSeb4Dxg,1,Y
2/18/2012,UqTtumV5SGzzW2gtJc-fNg,mCHto10PBQOKnefm7gholg,1,Y
2/19/2006,ZOkwxGrY_GdPa_rBbsnYNw,43rd1LKcZRIunySzbMsyLQ,4,N
2/19/2006,g824ASlCxowEMT2prUNdpQ,XgGUnYs2bjbbNvBefFtWxA,3,N
2/19/2006,wzJTUrtM-19G8xWYWGFAaA,6PQTqW9j-sriDBQyQCJbjw,4,N
2/19/2006,ZOkwxGrY_GdPa_rBbsnYNw,4wreIFjaPMppyEnzKHbozg,3,N
2/19/2006,4GMA5-2pJUkJEMP13nDy5Q,u_Ze5HkcNXgECvYvKS0HLA,5,N
2/19/2007,dL66IN0uZQBZPxKqcD42Lw,t3pYu8eidmb2ZmexHRHT_Q,4,N
2/19/2007,jfauYlmjoqp_4eH-cpepOA,CQ75CQSyrsmb-S3UAwCHpw,1,N
2/19/2007,urZ1vfs3c7ebHdy2oSniBQ,dLS8GPg-K1O-zJ3VJAtiyg,5,N
2/19/2007,rAkS02Aie5d_nWI4YdQ9fg,z_qEuUuRWIq4O-YufXHf1w,4,N
2/19/2007,JKW0Rnul21GcIUTBdW-MaA,qqax04alS3UPx0Yp4jJNDQ,2,N
2/19/2007,D3Os7pZg5YzCgtck0qv5hg,xjZ9eqYrzMrl2v6_1Kv6hA,4,N
2/19/2007,qxj5tkUk-AeGYN9zMXJcpg,DXwSYgiXqIVNdO9dazel6w,5,Y
2/19/2007,PCzNfKu_T-fD8jp0es7GYQ,CQ75CQSyrsmb-S3UAwCHpw,5,Y
2/19/2007,PCzNfKu_T-fD8jp0es7GYQ,UQ3cGi3GdBljE3i2_qLcBQ,3,Y
2/19/2008,dbLz7YfH5Fy6AAB-5-vDyA,0fFLUKl71vv3eNV2xhikEw,4,N
2/19/2008,rb7GJW3oFrgEwicJ4yOQ6Q,Z2nOMPedr7XYhgYhILJjEA,4,N
2/19/2008,tZoZKgTZIRNSWoAhEyl0Ww,hylBw5ND7XyPldM6BN28vw,1,N
2/19/2008,n2UsVjISE1nOow63cm3auQ,DXwSYgiXqIVNdO9dazel6w,2,N
2/19/2008,7_S7JQI_J_ekpPT1cvo4Yw,cQnY_VneZisfUAqcbuEuKg,1,N
2/19/2008,L5XlbykRfY8n0Ic_95LCfg,7mCeefskNUtOkzxt_MLHKA,5,N
2/19/2008,x3bZPnbGosoXyYCFmB-3nA,o54U2VkQama8FI30qDkWvw,2,N
2/19/2008,tM4E3CDzToBn6RBfScoL8w,JDNZxz0ud7zhuPo5pqznMA,4,N
2/19/2008,yfi5AE36NwEU4LXJ_379qw,o54U2VkQama8FI30qDkWvw,5,N
2/19/2008,FtuaHpuEjNk7MNIFCruChA,O6uWHgJzylSjWjPSJKGhnQ,2,N
2/19/2008,azTwrAGq_LJp9lGH7-dcAA,CwPi6NVuJIZZx4IBcTekFQ,5,N
2/19/2008,i32sFxtSG5fMQPuN3TgA3g,n3VjBryfinjRG1W3LWsPBQ,4,N
2/19/2008,AcMqXu2e_ypa6P4S1RdcRw,sR4EOfPuI-at41uIxIZPhw,4,N
2/19/2008,AGUaCjirAt6n9n_SBCI22A,tW2jfL-qMccAYZSghPBbHA,5,N
2/19/2008,oDm9P6gSIffoCrbMAgdtmA,h-CNRJ-bqSZvz75J4A9cFg,4,N
2/19/2008,GQ2292M2uygiyefnSho6gg,RYw_no9ohtCg09aKorVffg,4,N
2/19/2008,bVHLicna_7wnVMk5mSKXWg,cQnY_VneZisfUAqcbuEuKg,5,Y
2/19/2008,CdjdJkqD-nq8KCMKAp56BA,qqax04alS3UPx0Yp4jJNDQ,5,Y
2/19/2008,dCdgnkRlFZXReIHmUPQUDw,Btjt4D8dJ-yEdsts3Tj5Hg,5,Y
2/19/2009,wd00MLyKGaCzAjyi6unU9g,HOJqzz1WvOmeR9oESJ4d9A,5,N
2/19/2009,43mCMRYbv1v_h9uIMEUY0Q,HOJqzz1WvOmeR9oESJ4d9A,5,N
2/19/2009,UAyA7mZSH60oMJyrGbTmQw,CQ75CQSyrsmb-S3UAwCHpw,5,N
2/19/2009,EAboSLIaHyY_GJ6gfLtkaQ,Z2nOMPedr7XYhgYhILJjEA,2,N
2/19/2009,vwOEz31ZBn0EBpHlH16GDQ,Z2nOMPedr7XYhgYhILJjEA,4,N
2/19/2009,7jViG2KEri_NVMkg2ZGtXg,Z2nOMPedr7XYhgYhILJjEA,1,N
2/19/2009,Rth1jRpUEP7NwdUeYdDCqQ,Z2nOMPedr7XYhgYhILJjEA,3,N
2/19/2009,70WzR6h6CrGVx5Oc6jpsfw,sfWMOqUEp8S2adDeJp7Kzg,4,N
2/19/2009,D6gV45LGF2uONRgq-Tp-7w,oLM9piDKbj2PDgy-m3XEcQ,4,N
2/19/2009,tVdwRQ3TBFWLTU7-6pvCgw,mlhHPnHmjO2_ypcP5Vc9Zw,5,N
2/19/2009,UAyA7mZSH60oMJyrGbTmQw,FCcgXODBs6O7MGH3VZNyLQ,5,N
2/19/2009,6dpK66Y1aQne--Zmw5xEcw,hylBw5ND7XyPldM6BN28vw,5,N
2/19/2009,Rth1jRpUEP7NwdUeYdDCqQ,DXwSYgiXqIVNdO9dazel6w,5,N
2/19/2009,9K725qOcUTXgNKFTQcK4HA,O6uWHgJzylSjWjPSJKGhnQ,5,N
2/19/2009,T5VmiAYAgRO2He_Ao3YSfQ,O6uWHgJzylSjWjPSJKGhnQ,3,N
2/19/2009,pNvcz5tOmbpJRKVQT8wSBA,dKcO9OQ44RPRlkWe-vToFA,4,N
2/19/2009,yBFTS6a4hZ9DYdWQrd1Prw,qkfBgSCbekH3DHTanVL1_w,1,N
2/19/2009,teh5pIgQKw13qjGFqYSANQ,sR4EOfPuI-at41uIxIZPhw,5,N
2/19/2009,NwSebuCaeVVPhQxJ6M2ixA,28gamO9SwWMHxwB0nP_plQ,4,N
2/19/2009,KzVFANXabLAN2TokOGKJig,-pO0hsi0xlF4FwqLGJUizg,4,N
2/19/2009,9wivyamYGiFcl4pDSDPv4A,-pO0hsi0xlF4FwqLGJUizg,4,N
2/19/2009,0P-3qUfy8sRcsUU_o2Kc-g,d6UbRb9W5eA1yL-DuVZ8ug,4,N
2/19/2009,wjvyTH6-XPibE7tCqqQsNQ,d6UbRb9W5eA1yL-DuVZ8ug,4,N
2/19/2009,tuYMK1U_uUtf8TgpJ0c9dQ,u_Ze5HkcNXgECvYvKS0HLA,4,N
2/19/2009,vgAzl8TPY7snih5c5dtC1A,RYw_no9ohtCg09aKorVffg,2,N
2/19/2009,tuYMK1U_uUtf8TgpJ0c9dQ,1iehp7Z2kejBq3RSeb4Dxg,3,N
2/19/2009,FsTIiBE236_fdB_8OgdvEA,HOJqzz1WvOmeR9oESJ4d9A,1,Y
2/19/2009,u-q-gclovcTQWjOpuZduvg,o54U2VkQama8FI30qDkWvw,4,Y
2/19/2009,rJIM75aumaoPg-3Ect1L3A,FCcgXODBs6O7MGH3VZNyLQ,3,Y
2/19/2009,Xu4MbsI2DwSyTLlUL5BBow,N7juvW8YoFIj7sEBzVF8GQ,4,Y
2/19/2010,h6NodbDOCCw5QvY93fJRfg,pbEiXam9YJL3neCYHGwLUA,5,N
2/19/2010,h6NodbDOCCw5QvY93fJRfg,AkfSndWBxnTn-LpmiL8aLA,5,N
2/19/2010,a8ZF8T_uk4tAEqJeDcEnRQ,WBU0yq9J8qiYQfI_fh2P1Q,4,N
2/19/2010,XZN4GcszjOuywU5QFVhAdQ,boE4Ahsssqic7o5wQLI04w,3,N
2/19/2010,ZKHpDDP3KJf-2WVzsyGyUg,CQ75CQSyrsmb-S3UAwCHpw,4,N
2/19/2010,twhotuS7I63ockaEw3uzKw,Z2nOMPedr7XYhgYhILJjEA,4,N
2/19/2010,gmGibVAJo-67OLij82RBsQ,_b69OdBNLhysN1jFlYNQiA,5,N
2/19/2010,QpcxkwFCHV34Z7hzBPUYTQ,3Mx2PM7v8qjqhgF3cDXxbQ,5,N
2/19/2010,FeaE2eu3rJhOBFzP_sVHIA,OKOfoisduqP24uK3WYvx7Q,4,N
2/19/2010,ndkt6gL1r7edRkk3-1rrhw,OKOfoisduqP24uK3WYvx7Q,4,N
2/19/2010,4BV8UZrW8NohPiCKHRWB5w,dLS8GPg-K1O-zJ3VJAtiyg,3,N
2/19/2010,pSX1yzoJgOw2TinjcWAJWQ,oEFJ29zAQaCNnQzebHQvpg,5,N
2/19/2010,aeRFDrHCfFwGPEFlZr3XuQ,sfWMOqUEp8S2adDeJp7Kzg,5,N
2/19/2010,Ew7XvPb1bxQPRzhhx69a5w,GEpXn9rtTMtIj5NsGFiNQw,4,N
2/19/2010,9UjiZRnKwcg-DOeGX0mPMw,jGiKIJCVLZHXQDSNnSLPsw,4,N
2/19/2010,ydKe_70Xuj-hR2nan-iacQ,jGiKIJCVLZHXQDSNnSLPsw,4,N
2/19/2010,pSX1yzoJgOw2TinjcWAJWQ,jGiKIJCVLZHXQDSNnSLPsw,3,N
2/19/2010,Su2wRDbpqI1aPLbMpdMOyA,FCcgXODBs6O7MGH3VZNyLQ,4,N
2/19/2010,BnIp5wgoK_VFLIA2dnLoGQ,Rlg07N7Sl1qTzjc7zc6Whg,3,N
2/19/2010,HBR74eX3sMBmZi_NOxwteg,F7IQngaDDBgYvhA3U31q-g,4,N
2/19/2010,kW2dk1CWihmh3g7k9N2G8A,hylBw5ND7XyPldM6BN28vw,5,N
2/19/2010,ShFFaKmnGSNX3TMboH-BRw,o4NcUfco7JxOcyfKFWyAhg,5,N
2/19/2010,8nokwKyaC1UF2uSlGQld_Q,cQnY_VneZisfUAqcbuEuKg,5,N
2/19/2010,JJzNjlYtnmlzOVsl5adowA,o54U2VkQama8FI30qDkWvw,4,N
2/19/2010,qWgOaWnjckpS5MAKUlfx3A,8d_DiHWB-pjBVW3a7D8EWg,4,N
2/19/2010,3L6K0AkmuHchT7e6lSVqXQ,6PQTqW9j-sriDBQyQCJbjw,5,N
2/19/2010,XDXzvxPXv7L2c58BFnbsEg,1g52-6WzlhjIOpNAsBjPJg,4,N
2/19/2010,fKKcLjTGRVRuHysy9MzLdg,m5_GCJP2W4zEJnyVgxa3eA,5,N
2/19/2010,GzJ5pB8Io_6OEZTSmzgI6w,q-_jW5lauONk_58S-wVIrg,5,N
2/19/2010,_XQn8iWBdtyRwgR_Tler4g,n-mj6IJkWyCu4BuD2dvm0A,4,N
2/19/2010,mXQjS9WLNzHlb8R45VinIw,4wreIFjaPMppyEnzKHbozg,4,N
2/19/2010,2NIQPn1p_UCK5VN6J6XMUQ,-pO0hsi0xlF4FwqLGJUizg,4,N
2/19/2010,CcVB2H2OjESVTzg3pdPtdg,08X_5WTOVNvk4SgPRKBjjQ,4,N
2/19/2010,qblz4CzxHaubFqf-xBeZIw,1iehp7Z2kejBq3RSeb4Dxg,4,N
2/19/2010,xTsRzEZsWIWo8rc-mrmANw,mCHto10PBQOKnefm7gholg,4,N
2/19/2010,ZWS60kxCYTwguVSyPf1Hlg,m5_GCJP2W4zEJnyVgxa3eA,5,Y
2/19/2010,fISRSKDFcsEX0jEoW984zg,Rlg07N7Sl1qTzjc7zc6Whg,3,Y
2/19/2010,N9jvYvqOmeQOHG9-387AXw,N7juvW8YoFIj7sEBzVF8GQ,5,Y
2/19/2010,pWkU6ZSwMQFrmUxHWTyK_g,LYppbvgJlBG0SqjSKFiFGg,5,Y
2/19/2010,H-ai2ZNvN7aS0b1ey1QHow,OKOfoisduqP24uK3WYvx7Q,4,Y
2/19/2010,6QptSvZE8mdhzKEWItEwgQ,Z2nOMPedr7XYhgYhILJjEA,4,Y
2/19/2010,2J3q4TZ8SVklFOfvHGNs_g,qqax04alS3UPx0Yp4jJNDQ,4,Y
2/19/2011,jZHFD_OrUwGABQb9tFUmPw,eHtnZ0ISo63_0zr9rFotjw,5,N
2/19/2011,_t4BD-kwMoEe2G10sTYwlg,Z2nOMPedr7XYhgYhILJjEA,4,N
2/19/2011,QhQwuE0dXyckTYihJWIMAQ,50gFzdVglOz88eFJ6v-26A,4,N
2/19/2011,KoS1ZWg34EfC7JPM0BgJWg,sfWMOqUEp8S2adDeJp7Kzg,5,N
2/19/2011,Hz2tMrD3vpv7AGrHX81ubA,jGiKIJCVLZHXQDSNnSLPsw,5,N
2/19/2011,_t4BD-kwMoEe2G10sTYwlg,mlhHPnHmjO2_ypcP5Vc9Zw,1,N
2/19/2011,sXc5FjxH7CFzJGa9wJffLA,xXSMc3pDWTRQHLgjBTtTUg,4,N
2/19/2011,5tG0gsjRpNM9HClDhVneUA,FCcgXODBs6O7MGH3VZNyLQ,5,N
2/19/2011,UAnTTXcFw6IQw8A_Tw3cYg,yBRaSkuYwFhYEoucDyD0lA,3,N
2/19/2011,5fnmMYnGSUO3Loj8wUMELA,o4NcUfco7JxOcyfKFWyAhg,1,N
2/19/2011,k1JC5dfpO1e6DAQgN6Y5KQ,LlHEzxQTiiLJokn2tli35A,5,N
2/19/2011,mMtbPZ3pJ3R9mAb0okqi2Q,AqgG-1aD6JYj9D6OmBWO3w,4,N
2/19/2011,khc41pC4ZNmeyEcSQgpf_Q,AqgG-1aD6JYj9D6OmBWO3w,4,N
2/19/2011,MZl-RPEZwpwpXInwOol2wg,dKcO9OQ44RPRlkWe-vToFA,5,N
2/19/2011,7qOk1bh79tEvdJ0qMu2KJQ,KomhK0JD5cleEW55YTw7MQ,2,N
2/19/2011,d3vD3bRd8V2Oly7PxfI9Yw,tCkwBTuEFvhuaBoEUWqbuQ,4,N
2/19/2011,VEsyv0u7WNgf-xhu4TtWFQ,qkfBgSCbekH3DHTanVL1_w,5,N
2/19/2011,YhFp72D_GKDTx8V5DlBehw,m5_GCJP2W4zEJnyVgxa3eA,5,N
2/19/2011,It4SRZCQLQwMf3nRIZLXHg,ALwH81_sqskLmwfWS-_eeQ,3,N
2/19/2011,ZQaMf6OQG1xnNCMyFeHu4Q,q-_jW5lauONk_58S-wVIrg,4,N
2/19/2011,CN-SDbX_LL4t0nB4vuhw1A,sDYjKyI_67eUhFAqVneYjA,3,N
2/19/2011,dYdPkZw6IqLhQKnjtjqhKg,sDYjKyI_67eUhFAqVneYjA,5,N
2/19/2011,9ndqBZrX3q4Jg4KwdFlhpw,rnjz2KNgsQ2YaC_kjeuuAQ,5,N
2/19/2011,MkuX5xfp7ebPPYeBqqzAjg,-pO0hsi0xlF4FwqLGJUizg,5,N
2/19/2011,tXyPiWd1OT7fviaMz85Nsw,oCTlReyKjJxKPFYfCurxxQ,5,N
2/19/2011,mBHB-Pi9nX4HexFePAoVcg,LMaoM2Ue2BR_HI9ba3JsZg,1,N
2/19/2011,EEBI7v-XU1Io7u0gURXfrA,LMaoM2Ue2BR_HI9ba3JsZg,5,N
2/19/2011,92m8WHgr_yzE3TMEyUsUnQ,ibreTMGGaQSanZttUchjKg,4,N
2/19/2011,PftxD37mT5orNjVVSQw1WA,1iehp7Z2kejBq3RSeb4Dxg,5,N
2/19/2011,YkbHB_3OJDSn8fZZ1JqhlA,mCHto10PBQOKnefm7gholg,4,N
2/19/2011,OMr_0DD27w4Jm9L_0kklCQ,dLS8GPg-K1O-zJ3VJAtiyg,4,Y
2/19/2011,_AagI0i9uLnWWNkUdfX3qQ,OKOfoisduqP24uK3WYvx7Q,5,Y
2/19/2011,9EWJtVURMWP_MknkP8iKfA,6gZTET0y7ARZMrbJRmI2mw,5,Y
2/19/2011,h3L-9AN0NzvMoRuc4iJvPw,08X_5WTOVNvk4SgPRKBjjQ,1,Y
2/19/2012,G93mFbyMggKWfSwEUoV4yw,HOJqzz1WvOmeR9oESJ4d9A,5,N
2/19/2012,VGJyLo9Z1tZj-T6W0yrJpg,WBU0yq9J8qiYQfI_fh2P1Q,5,N
2/19/2012,e9Ksbv2yb654Xare7-LWhg,CQ75CQSyrsmb-S3UAwCHpw,2,N
2/19/2012,9ojftohMgTBmIrdTfXSG_Q,IvdOI86_CSCRFpid2atnyA,5,N
2/19/2012,uT4KfM_yHBfFtEQFE3iOzw,IvdOI86_CSCRFpid2atnyA,4,N
2/19/2012,c8nqAX5x2OvVymsA7wvOpw,euO3-H92LCivH2B0CQPlnw,4,N
2/19/2012,7dwh3pL2tbSeSvL0qLzUrw,LYppbvgJlBG0SqjSKFiFGg,4,N
2/19/2012,OshN1lY57fNt-zYL2nz9bw,LYppbvgJlBG0SqjSKFiFGg,4,N
2/19/2012,crlUDQown7oNT--g8GrgFw,euO3-H92LCivH2B0CQPlnw,4,N
2/19/2012,J-22YbNDS6IEQOPID0qrpQ,0fFLUKl71vv3eNV2xhikEw,1,N
2/19/2012,5UIMQhCxQFqOFpSudEIEbQ,0fFLUKl71vv3eNV2xhikEw,5,N
2/19/2012,7-g3oGaLDhrZxsOq_MwT2g,0fFLUKl71vv3eNV2xhikEw,2,N
2/19/2012,g3EAtuGi5311uz1jXuKmnQ,0fFLUKl71vv3eNV2xhikEw,5,N
2/19/2012,Uh7CL3k6ZShSrZdsX6I-Fg,Z2nOMPedr7XYhgYhILJjEA,3,N
2/19/2012,e1VCzMm7ExcnNAAVvE2Aqg,JMa9cTNQA5mm4GbR2W8Oiw,5,N
2/19/2012,HifemtvXyXUEC4Vgtxxvpw,Z2nOMPedr7XYhgYhILJjEA,4,N
2/19/2012,6cX7lVmMbuiwHu3DrVa6uA,_b69OdBNLhysN1jFlYNQiA,4,N
2/19/2012,p810GqVP4PqKx51MDdLTvw,WaIbupMGDBi5B3SChsUH8A,3,N
2/19/2012,gWBneuTHtjrsktqym90ZWQ,3Mx2PM7v8qjqhgF3cDXxbQ,4,N
2/19/2012,pnqx9eOhOBj__vyLNMFHiA,OKOfoisduqP24uK3WYvx7Q,5,N
2/19/2012,c6-OXQ_Fk0diY5Mr67ujXQ,OKOfoisduqP24uK3WYvx7Q,4,N
2/19/2012,3p4DZTHawNOmEUyYi8vwUw,OKOfoisduqP24uK3WYvx7Q,4,N
2/19/2012,vzoB7-jmn63BwnnIxL7yWw,OKOfoisduqP24uK3WYvx7Q,4,N
2/19/2012,puWCsy8kGNdeAsIMVS1JoQ,oEFJ29zAQaCNnQzebHQvpg,4,N
2/19/2012,L6uYYHZi3cGKv-v3w26SLA,sfWMOqUEp8S2adDeJp7Kzg,2,N
2/19/2012,M45s-EOwK4H7zT51uGxbvw,vvhfPV-Llkd4fE2SHuLVvA,5,N
2/19/2012,e1VCzMm7ExcnNAAVvE2Aqg,vvhfPV-Llkd4fE2SHuLVvA,5,N
2/19/2012,Q8Nu7VUGzjPIWLGo06tIoA,o4NcUfco7JxOcyfKFWyAhg,4,N
2/19/2012,zopyEnNL0D4psw6F7VfyuQ,LlHEzxQTiiLJokn2tli35A,3,N
2/19/2012,vz4FUQkOuPop0P-9nr1m-w,7mCeefskNUtOkzxt_MLHKA,1,N
2/19/2012,VlJyAJFmoeAxf6hsvQDEPQ,o54U2VkQama8FI30qDkWvw,5,N
2/19/2012,3UY0P5vAPTavFNTqqE2nVw,DBtXy8wcPsVr80oFfz-CbA,3,N
2/19/2012,k-i4HEQH_RAFr1PtQU1sig,8d_DiHWB-pjBVW3a7D8EWg,5,N
2/19/2012,EmUP1EtcZrBID1XWbzm6zw,DBtXy8wcPsVr80oFfz-CbA,5,N
2/19/2012,k7kSJbyp9RDdYH-zVdBHLA,CwPi6NVuJIZZx4IBcTekFQ,4,N
2/19/2012,jtSv4Bx8GcGvVK2LSeLn4A,dKcO9OQ44RPRlkWe-vToFA,5,N
2/19/2012,k8toz2Z3aw6V0pmXGn9uDQ,dKcO9OQ44RPRlkWe-vToFA,3,N
2/19/2012,B6NYuqqRTKatVuu3ALgIfA,tCkwBTuEFvhuaBoEUWqbuQ,4,N
2/19/2012,cEj_Vm8n7O4YnUzo6zaNzA,sR4EOfPuI-at41uIxIZPhw,4,N
2/19/2012,ODJJpvgu0USTP9Cf9ed9Ew,sR4EOfPuI-at41uIxIZPhw,5,N
2/19/2012,fOKiJUKlx95N2RSPPtyr5A,n3VjBryfinjRG1W3LWsPBQ,4,N
2/19/2012,4CTEipi5tmbq4J7X4yQkEA,sR4EOfPuI-at41uIxIZPhw,2,N
2/19/2012,VdE37K7g4lQ-KnQtowqb9A,_n3OmwreEGPQmiHKklsD8w,5,N
2/19/2012,J4JdpKUho_wKnVhFoIceWQ,m5_GCJP2W4zEJnyVgxa3eA,5,N
2/19/2012,8LznV0h0IDHJ8IMZ5SI6Uw,m5_GCJP2W4zEJnyVgxa3eA,1,N
2/19/2012,7y74uGtbHoDHl38DfKNpLg,tW2jfL-qMccAYZSghPBbHA,4,N
2/19/2012,njVRiwWNFZlswOee1lcMNg,sDYjKyI_67eUhFAqVneYjA,5,N
2/19/2012,jqyS91iI63nyztPAvRk1AQ,2WoMT3wSpp9vxZeTv6u-cw,3,N
2/19/2012,Fogj0JSgH_hEOMMIUPpZsA,ibreTMGGaQSanZttUchjKg,1,N
2/19/2012,IV440Gx1hF02_2JFQFXQXA,ibreTMGGaQSanZttUchjKg,4,N
2/19/2012,8B2WUwk1turHJ9xR-Hm4CQ,1iehp7Z2kejBq3RSeb4Dxg,5,N
2/19/2012,O8HzEZtVGlfm7TkWgDCMGw,boE4Ahsssqic7o5wQLI04w,4,Y
2/19/2012,d5A4M0DYXy6UB2_-P1ZXWA,IuFEm-19YYh49T5ZlvwkDA,4,Y
